id,label
7093,0.594387
129,0.011774
10265,0.191464
1863,0.999835
2858,0.012527
2468,0.738798
3087,0.017389
2861,0.986770
5252,0.000000
2815,0.000805
4903,0.011735
8581,0.942211
7376,0.214785
9371,0.001000
1135,0.008236
2656,0.994073
1829,0.982104
6842,0.931049
11131,0.002159
3172,0.142761
5075,0.000487
7126,0.000299
2360,0.000413
5405,0.067529
758,0.002477
552,0.989295
10877,0.013473
7243,0.000311
6497,0.889448
5215,0.994208
10422,0.927530
1579,0.007752
9473,0.993184
6995,0.060458
9486,0.000583
2298,0.001232
2822,0.997607
1395,0.960309
3312,0.454055
2562,0.999703
7050,0.011097
1839,0.061297
1159,0.001712
8385,0.162924
12218,0.011495
9249,0.995983
5138,0.002373
3222,0.774554
6883,0.965039
1298,0.006393
9904,0.006817
1819,0.616713
9983,0.153067
4791,0.923435
7988,0.976098
4876,0.573126
11293,0.991484
12473,0.019554
7745,0.987565
1299,0.003314
9364,0.931723
6460,0.999461
6810,0.010945
10531,0.909189
4894,0.917073
2294,0.851875
7361,0.998465
12131,0.999651
1706,0.992322
11995,0.003516
7842,0.445488
8607,0.231499
8307,0.006494
12059,0.004597
10427,0.999371
1795,0.008640
11943,0.000138
7880,0.998945
9328,0.013786
1704,0.998332
5013,0.074389
10070,0.973998
373,0.944578
10455,0.243771
930,0.999688
901,0.989687
7573,0.021721
1183,0.918964
8960,0.999981
8931,0.000332
7120,0.998331
1215,0.997103
6314,0.001030
1552,0.054980
10932,0.999997
3838,0.540365
9178,0.006131
11377,0.001212
1524,0.006613
665,0.000143
7827,0.993193
2480,0.000087
7145,0.009243
2697,0.997085
10339,0.988683
5887,0.139129
445,0.097808
9135,0.947894
3341,0.003645
2216,0.910363
1125,0.000475
5114,0.995010
8797,0.998805
4065,0.338584
12492,0.984214
892,0.854510
6623,0.002218
11723,0.977670
12044,0.000793
1375,0.004832
2759,0.995847
9248,0.999900
584,0.006002
5644,0.857416
8812,0.796512
4564,0.872040
366,0.970096
7457,0.808261
10353,0.008691
2677,0.038861
6674,1.000000
565,0.999916
6100,0.003111
6261,0.311267
7074,0.998912
4565,0.001488
7248,0.999589
10774,0.003677
7751,0.867400
9817,0.946092
5802,0.000057
4540,0.421987
2839,0.227830
2208,0.000007
11912,0.965423
10996,0.999937
10979,0.999949
6546,0.999367
11149,0.999969
4003,0.002375
8918,0.815386
1092,0.958939
10830,0.003329
11282,0.999954
165,0.019746
11907,0.997423
5008,0.009220
2174,0.998152
6143,0.000592
6617,0.000770
4267,0.999938
4642,0.581679
2998,0.999152
8372,0.016158
8979,0.000157
7246,0.981760
2121,0.971295
2993,0.026681
7749,0.005089
11428,0.993150
4064,0.013001
6618,0.006318
3058,0.003338
8548,0.994831
343,0.305402
4281,0.005903
2225,0.166951
8015,0.042974
5864,0.878163
5078,0.998059
6554,0.999949
8058,0.999985
5150,0.984699
2900,0.999842
4781,0.001601
2924,0.845131
1447,0.025827
2819,0.462995
7966,0.973471
7369,0.029421
10249,0.877941
4400,0.999414
10231,0.997887
3867,0.996078
8196,0.008138
9958,0.006941
12090,0.999674
7568,0.000525
11920,0.998419
5316,0.001046
6442,0.024944
9048,0.009244
3399,0.976512
8559,0.999879
8124,0.088417
2252,0.076555
5238,0.980130
1217,0.992906
11792,0.982695
9197,0.000535
1674,0.423950
221,0.001456
3987,0.393238
7535,0.024158
4502,0.929019
1014,0.999954
4765,0.999999
475,0.999414
12469,0.010568
10064,0.998851
2772,0.015367
1184,0.997897
8366,0.029235
5875,0.006396
3778,0.999865
8577,0.003420
4809,0.001874
10486,0.053190
5630,0.966174
3736,0.988510
1907,0.088790
470,0.977108
8221,0.920669
9605,0.253049
9424,0.999921
3103,1.000000
5422,0.229930
6184,0.013693
7426,0.018894
10967,0.001127
666,0.051832
5042,0.695763
4142,0.999580
5211,0.000481
5395,0.990648
5858,0.995810
1564,0.999781
8864,0.981571
5876,0.003702
7032,0.150325
527,0.645129
3662,0.650266
10507,0.308060
11774,0.768674
7925,0.999087
6516,0.987620
3060,0.960598
7199,0.030806
4440,0.007683
8241,0.002317
1658,0.976326
6659,0.989062
7913,0.999706
12332,0.991301
8911,0.047293
7848,0.998894
4610,0.001169
8602,0.001632
5340,0.397667
9156,0.001918
3377,0.000321
11023,0.999945
11637,0.067821
7524,0.999065
1393,0.751088
5173,0.675819
4423,0.092965
4088,0.003175
11147,0.991170
6863,0.008797
10907,0.999986
6908,0.332882
6104,0.999971
5158,0.995929
9967,0.999882
2502,0.003793
10884,0.000437
8005,0.998993
11340,0.990973
10223,0.002617
11586,0.691368
7560,0.348354
9813,0.006083
5885,0.011639
4404,0.998776
10326,0.996259
5570,0.966517
7077,0.997579
2611,0.001394
838,0.005129
8317,0.646773
8601,0.999758
5464,0.999549
7500,0.821849
9510,0.991342
8936,0.999958
3321,0.999643
223,0.959036
11954,0.999738
2750,0.004227
4449,0.016712
1026,0.041389
3130,0.083895
10118,0.041636
8747,0.017912
3135,0.000261
12295,0.004310
10106,0.000921
557,0.999344
8670,0.998779
11748,0.000409
8871,0.002632
6833,0.843546
8243,0.935886
9042,0.005283
11641,0.001747
3587,0.976632
86,0.901843
12224,0.007576
8729,0.967005
1036,0.957003
7817,0.998544
2734,0.005165
11699,0.977791
4991,0.000000
1970,0.862454
9038,0.993958
2683,0.998917
9326,0.993530
5578,0.893590
7587,0.590642
3334,0.999957
10399,0.998787
6435,0.999632
8276,0.998271
673,0.030908
2583,0.997625
7371,0.995214
4113,0.947274
1010,0.999454
2842,0.864252
5587,0.997099
1094,0.928274
5880,0.997234
6991,0.063670
9942,0.003226
8250,0.252792
6699,0.997916
2464,0.987906
4380,0.005355
1315,0.992969
6394,0.999125
1662,0.427243
11483,0.959832
12460,0.735061
9463,0.008748
4506,0.005466
8745,0.998131
11675,0.002309
7267,0.965642
8798,0.018378
6802,1.000000
10510,0.006092
10019,0.000070
1982,0.007891
3889,0.022980
6322,0.806217
742,0.995684
1802,0.000079
4511,0.876643
8062,0.002609
6703,0.914785
71,0.850168
5718,0.992572
8414,0.997440
8451,0.010017
1224,0.983589
2297,0.338657
4180,0.996453
9024,0.000113
11453,0.886358
2806,0.991180
8330,0.000575
5934,0.008248
6269,0.005326
2197,0.998844
3255,0.003463
8379,0.994015
11314,0.979809
1201,0.967402
7975,0.990107
931,0.013099
1655,0.994722
7393,0.984689
12129,0.002369
5847,0.002112
3590,0.004348
8032,0.980217
11410,0.186605
11061,0.000201
323,0.144747
1963,0.009688
8538,0.023769
10856,0.026847
4621,0.010906
4076,0.031693
956,0.999627
6406,0.999574
7622,0.999585
11552,0.992946
10186,0.998528
11113,0.068129
9318,0.104443
735,0.999822
9012,0.063734
5308,0.794533
2526,0.017064
9241,0.999861
1293,0.004045
11803,0.014962
824,0.002171
10051,0.020318
12063,0.043921
10426,0.001618
9462,0.032038
10382,0.001584
306,0.977360
2889,0.999847
11539,0.997385
885,0.947096
3985,0.999872
4035,0.000007
10054,0.001873
8380,0.997633
3187,0.999903
2927,0.964545
3515,0.999625
7769,0.999870
7720,0.017860
3754,0.961749
905,0.007952
5121,0.914885
12132,0.028366
4101,0.000755
12236,0.004183
12429,0.838514
8280,0.993761
1433,0.443235
7712,0.000504
10905,0.980056
9956,0.004843
10853,0.999412
7628,0.838771
2485,0.002827
6008,0.000413
11668,0.000102
6727,0.076180
10371,0.006722
4508,0.001901
2879,0.993793
640,0.000438
3558,0.960620
9305,0.001027
11452,0.586432
9911,0.951597
8641,0.001332
1909,0.972854
7379,0.999991
4379,0.008583
2553,0.027459
9240,0.006031
815,0.997779
10453,0.768250
6728,0.878955
7104,0.999983
6946,0.012010
4006,0.997954
9834,0.004296
1143,0.023306
8442,0.609821
11649,0.975376
5230,0.332729
9099,0.997453
4290,0.998527
7130,0.972120
11883,0.929622
8575,0.006316
944,0.980543
4684,0.909871
3679,0.015621
11875,0.101541
9624,0.999930
5654,0.289184
6914,0.987958
6612,0.021378
7132,0.437941
6756,0.037177
2563,0.009021
1933,0.487542
11812,0.698878
2484,0.997488
7109,0.001314
5091,0.002096
9591,0.012622
10804,0.999239
7151,0.088507
5512,0.999642
1141,0.001317
10702,0.943401
6120,0.993345
10135,1.000000
10465,0.998348
3595,0.939746
11007,0.835598
11767,0.928530
12311,0.995563
10732,0.040919
109,0.856033
10402,0.015532
4099,0.999051
11220,0.194117
9871,0.481128
7088,0.998185
6913,0.001112
4344,0.997630
12428,0.003620
1376,0.999819
12228,0.995689
5974,0.041911
4282,0.995282
7355,0.001677
10196,0.988621
8360,0.999720
6791,0.439249
11864,0.203223
11811,0.000439
24,0.976666
5900,0.000842
6700,0.991301
9513,0.238454
1856,0.957608
9549,0.964168
2975,0.852632
501,0.880212
9759,0.002472
7495,0.020694
12016,0.056011
334,0.002846
7321,0.998918
2381,0.999963
6630,0.891346
12272,0.000055
10624,0.003194
794,0.881455
2354,0.000630
4919,0.724262
1790,0.111298
9915,0.009919
4601,0.041092
2859,0.017921
1809,0.998307
5989,0.997424
7923,0.032110
7438,0.001555
8744,0.001466
10439,0.004539
5568,0.998374
8834,0.163482
937,0.002899
11757,0.888876
2528,0.198586
1331,0.047376
7748,0.999855
9215,0.000655
12300,0.985345
490,0.955925
3584,0.004718
12308,0.003905
7854,0.081321
7486,0.166842
8951,0.001813
8651,0.999988
1996,0.991356
9379,0.000205
3096,0.828486
5868,0.005720
8081,0.003665
1024,0.103080
4651,0.995568
6018,0.013307
9661,0.996513
4847,0.934170
8838,0.982313
11418,0.105462
2168,0.021001
10512,0.075319
4424,0.999412
9897,0.008643
3768,0.167773
2935,0.000919
8805,0.001173
6932,0.671651
7266,0.000688
6340,0.985504
6357,0.014930
8322,0.269733
314,0.037089
5043,0.010644
3453,0.007073
12338,0.095235
9439,0.005498
1854,0.006571
7171,0.001727
4122,0.946293
3116,0.999513
291,0.006730
12025,0.003819
8430,0.956419
256,0.018994
12057,0.999232
5123,0.999869
7281,0.998756
3463,0.000013
4432,0.992952
11914,0.045502
1849,0.983128
713,0.998028
12408,0.001538
10177,0.895678
454,0.000839
3471,0.995433
5006,0.000871
5343,0.996079
8919,0.738978
2236,0.162175
3486,0.998918
10456,0.897927
8024,0.956475
6625,0.992474
6065,0.859382
3047,0.006242
6106,0.999941
3165,0.053220
6534,0.000541
1470,0.998039
11102,0.007447
2083,0.964582
11006,0.999954
4183,0.000215
8014,0.948648
636,0.615514
2950,0.884286
3784,0.999999
7353,0.998797
9346,0.990453
11425,0.866560
7969,0.998731
8664,0.047325
3699,0.014269
1642,0.870381
1605,0.714202
10929,0.696340
4918,0.951341
2834,0.998381
4394,0.150695
9502,0.000313
1420,0.999829
6690,0.019450
9763,0.001169
11955,0.999998
8229,0.999999
8866,0.001592
9507,0.001973
11115,0.065598
6918,0.998737
8412,0.995739
7806,0.000234
3626,0.999770
10699,0.933873
3978,0.028573
1278,0.025947
7833,0.001384
461,0.072732
1351,0.988774
8953,0.990368
11532,0.035971
1661,0.069176
5362,0.215810
3877,0.992571
12201,0.736291
11285,0.111323
7233,0.004028
8674,0.637461
888,0.003879
9608,0.957245
4599,0.996679
8376,0.001872
12253,0.448050
5320,0.998638
3347,0.002001
4071,0.997683
11500,0.015330
10835,0.011113
10957,0.920905
10759,0.036444
9100,0.075016
605,0.000113
5033,0.999511
2308,0.394823
12055,0.979641
6001,0.023794
8446,0.000265
5918,0.001039
5567,0.999599
1344,0.124123
7774,0.972607
4966,0.964802
11025,0.004305
12422,0.999380
3554,0.918447
8103,0.389180
1465,0.047502
4533,0.000622
7725,0.984572
9196,0.661155
9040,0.999420
5385,0.973511
11661,0.000335
10157,0.389706
1472,0.005383
4341,0.916813
3604,0.004198
3190,0.002509
5483,0.004890
3028,0.994244
4909,0.797416
2812,0.007266
4162,0.000077
12113,0.999954
2375,0.003247
7921,0.955680
9512,0.013923
11933,0.004620
10283,0.999874
6343,0.012395
5488,0.997918
7511,0.006429
5323,0.033259
717,0.000552
2757,0.999979
1336,0.005151
6961,0.005015
1900,0.017515
11715,0.927155
9212,0.999875
10259,0.990020
10501,0.997889
6843,1.000000
1473,0.002231
5184,0.096309
5491,0.996170
8426,0.000952
2076,0.014678
5514,0.990513
12379,0.960632
7111,0.997114
9902,0.000283
10214,0.988383
63,0.001913
10700,0.005264
10244,0.999997
5265,0.002780
9161,0.995537
6174,0.005739
3944,0.017010
8802,0.999991
2919,0.994293
8903,0.971850
231,0.995141
2284,0.938763
5035,1.000000
11498,0.021367
3667,0.012331
8679,0.164851
11939,0.021639
2934,0.004879
1512,0.989013
12199,0.999841
10306,0.998022
7530,0.812472
9791,0.033629
3755,0.826684
4014,0.001084
10547,0.074003
9291,0.989747
7620,0.901803
7006,0.995043
2800,0.999812
1040,0.997412
7070,0.002035
12,0.998621
5171,0.999583
10330,0.043417
9085,0.988382
11469,0.988354
8153,0.999741
7245,0.735403
3244,0.996322
4510,0.000922
3027,0.004857
4329,0.163748
7518,0.960825
3897,0.947563
12326,0.002478
9411,0.036132
258,0.999824
1908,0.978223
6395,0.999300
6207,0.946496
5992,0.987966
3401,0.999594
9420,0.919825
763,0.951064
4028,0.266882
2268,0.001275
10247,0.999942
8004,0.000508
5106,0.014252
964,0.306840
5152,0.000002
1390,0.021394
2159,0.527559
7382,0.397844
10183,0.074262
3493,0.000353
5454,0.987781
10950,0.001010
2442,0.999446
10756,0.999241
4429,0.997417
11607,0.018946
8817,0.990590
10485,0.882662
4640,0.981422
10731,0.936650
3391,0.999894
7475,0.999603
1180,0.999998
11420,0.962800
5370,0.997367
4077,0.982221
3394,0.000765
12220,0.019178
6421,0.999681
5204,0.024793
10675,0.009983
11538,0.000479
10490,0.996615
11986,0.996614
11223,0.026535
4434,0.985786
9009,0.999050
1401,0.999551
1391,0.010087
3887,0.001845
2241,0.992680
10890,0.109246
4570,0.829994
2936,0.992671
6176,0.995314
2958,0.937335
3022,0.041800
4291,0.002926
394,0.998843
3327,0.996617
8309,0.674344
1800,0.999998
1195,0.996718
9630,0.991556
7736,0.993367
1105,0.851694
1754,0.119446
736,0.583523
160,0.954143
6084,0.982742
5182,0.001587
10192,0.902150
7081,0.976586
10953,0.011078
6923,0.998236
6687,0.002252
4603,0.967525
10885,0.212874
3253,0.963430
1519,0.916577
11213,0.998098
11248,0.999960
3277,0.999046
5878,0.998433
11874,0.976852
3183,0.323723
7832,0.003346
9633,0.012835
3018,0.976831
3528,0.898107
2444,0.998400
6936,0.999517
6975,0.001081
556,0.003761
5048,0.750011
1853,0.999262
7509,0.999826
10030,0.998726
12418,0.001595
7613,0.996693
6588,0.439165
6679,0.999669
10575,0.002214
8461,0.984141
3588,0.940319
526,0.025096
7016,0.012535
3350,0.018187
6135,0.000023
12382,0.998345
9861,0.993369
11407,0.017267
3853,0.111997
1412,0.004721
7786,0.001916
10718,0.066657
1008,0.005330
10072,0.001875
5580,0.983988
655,0.970856
8725,0.973039
1836,0.062771
850,0.017241
12435,0.999859
22,0.008765
6200,0.997483
9360,0.996867
5441,0.985115
10333,0.017942
5866,0.000454
789,0.996868
8521,0.080509
6722,0.999951
2014,0.023336
11207,0.000168
4766,0.026524
8888,0.999866
10586,0.003739
3980,0.077487
5098,0.992081
12082,0.816232
10444,0.967545
4213,0.006093
1431,0.995071
1961,0.022749
1035,0.005400
10299,0.323875
11404,0.000836
4110,0.995375
3628,0.007534
2144,0.000858
6955,0.999861
2213,0.000371
802,0.013724
12061,0.994658
3783,0.987049
453,0.999020
10120,0.000548
10392,0.038567
12158,0.958288
9285,0.999666
8799,0.922188
7059,0.998224
469,0.928231
4483,0.945905
5805,0.995018
2797,0.097871
1140,0.000493
9499,0.004422
10606,0.991186
11808,0.252789
11133,0.986458
2788,0.999240
632,0.999999
11450,0.303130
7773,0.015396
5554,0.970705
9638,0.217889
3202,0.005326
7728,0.999911
6890,0.000062
1501,0.940062
9153,0.973347
3308,0.999977
6290,0.997941
2722,0.999830
4768,0.005420
4139,0.003071
5518,0.000098
7156,0.003505
11697,0.999928
6770,0.000618
3692,0.001210
11746,0.367997
11577,0.007153
10042,0.603987
360,0.077728
8666,0.997163
2631,0.114136
3969,0.990821
4025,0.996467
1808,0.120825
10225,0.050913
11703,0.000322
4840,0.999990
8329,0.003945
285,0.016726
4993,0.832859
10737,0.008155
10017,0.000391
6817,0.230661
8597,0.006731
3414,0.998976
7009,0.001023
217,0.980216
12476,0.950264
9192,0.000803
5538,0.002576
9194,0.324348
7811,0.076948
9170,0.997446
2301,0.998753
1427,0.998792
4653,0.014049
5616,0.003894
429,0.994354
7876,0.758108
7203,0.019158
3959,0.000549
10278,0.431592
10751,0.006240
8510,0.889255
1204,0.016966
1725,0.995504
12494,0.999190
4625,0.014043
2728,0.007162
4663,0.108625
7096,0.986815
12217,0.000188
4473,0.997675
11506,0.999915
9340,0.003942
7366,0.043825
8822,0.894763
4509,0.013443
2015,0.329657
11822,0.940068
9131,0.007556
11046,0.998670
12316,0.986482
2101,0.998083
7365,0.905017
8663,0.990260
11034,0.949481
11594,0.135519
2844,0.993537
7679,0.000732
4607,0.404292
6430,0.000123
11702,0.000229
12445,0.054733
6838,0.002720
6830,0.085742
6742,0.976179
9230,0.994548
2870,0.998413
11141,0.986879
3360,0.031477
1602,0.982704
3698,0.062583
10302,0.433598
7813,0.984531
9582,0.006002
9316,0.798415
9460,0.505962
1005,0.000013
7390,0.986261
856,0.003042
3369,0.002884
2904,0.595855
5845,0.992924
991,0.019306
4583,0.002951
11630,0.906673
6495,0.005583
4687,0.034916
7169,1.000000
866,0.998685
11616,0.015646
5915,0.999788
996,0.003303
9377,0.999786
4691,0.996820
10620,0.935551
7870,0.632892
3316,0.015322
2648,0.990363
10513,0.004702
5743,0.001076
9300,0.932423
3411,0.014327
3226,0.989344
2439,0.001475
7918,0.982576
2630,0.000131
3766,0.026118
4787,0.982551
5948,0.994526
9372,0.999966
1136,0.999458
12042,0.208593
5036,0.549247
9771,0.952796
2897,0.001246
4961,0.003469
6609,0.904955
132,0.462500
7608,0.995833
3561,0.005702
5939,0.029873
12301,0.000362
8678,0.000187
6795,0.003161
5650,0.996433
4696,0.093833
6413,0.005652
8832,0.006611
2394,0.002213
10331,0.001567
8523,0.000760
4324,0.050127
7301,0.000231
33,0.995867
2279,0.024336
6666,0.606471
10475,0.000403
9454,0.037754
2409,0.999814
1826,0.066646
7091,0.013315
8398,0.999877
2603,0.032611
1360,0.971630
10761,0.408234
10472,0.002290
8135,0.003373
209,0.162100
1974,0.001519
10391,0.943916
10685,0.004663
4308,0.005571
6451,0.025959
2462,0.998510
2451,0.995529
11646,0.617244
1777,0.013124
5633,0.910229
7541,0.840754
4215,0.997288
11188,0.904480
2968,0.001010
4577,0.999569
9396,0.998698
4084,0.000003
4235,0.984032
142,0.882622
2652,0.157557
3605,0.000455
3278,0.008112
9726,0.000983
8970,0.999857
4378,0.998778
3252,0.952399
207,0.954492
6156,0.044072
6984,0.999114
67,0.999897
8036,0.001741
11605,0.140878
11458,0.987210
1846,0.885869
6412,0.143328
3610,0.999604
5504,0.999554
8095,0.922944
12091,0.033250
349,0.201871
1348,0.000400
7942,0.013950
5828,0.980776
9017,0.988721
10156,0.007910
1649,0.027405
637,0.999286
9301,0.009029
6280,0.998345
11047,0.997175
3083,0.998845
11936,0.000627
9670,0.007881
3906,0.876977
2811,0.032730
2596,0.004214
3138,0.995016
8148,0.999685
7388,0.326777
7716,0.890545
2801,0.948958
3685,0.829460
8775,0.998703
6251,0.113260
1002,0.889877
11106,0.007224
1303,0.001039
6595,0.000079
4073,0.995758
2644,0.890031
6291,0.004316
10220,0.999774
3199,0.000495
4534,0.010449
3651,0.773613
11275,0.000654
7216,0.001231
10284,0.999111
9172,0.175144
8732,0.987312
9432,0.035216
11970,0.964793
9225,0.014911
3668,0.044166
3270,0.002298
2878,0.996283
7971,0.001829
4343,0.999540
639,0.010265
7851,0.002917
11587,0.000254
213,0.014991
2222,0.999348
5799,0.625474
10069,0.006679
582,0.999590
953,0.971218
5581,0.997628
6501,0.057519
859,0.002558
6746,0.022014
11487,0.998484
8944,0.998838
2307,0.000008
11017,0.003724
5298,0.646065
8659,0.006454
3335,0.035838
10085,0.992366
9489,0.999786
2778,0.999808
12406,0.005662
7698,0.000269
6582,0.263628
3598,0.600482
4075,0.005833
7700,0.950913
1732,0.999732
11382,0.629812
1879,0.007772
9041,0.000443
6043,0.011019
2073,0.013728
11466,0.003829
890,0.061593
10101,0.993196
1578,0.000529
8403,0.626089
8954,0.172884
5024,0.999348
4097,0.000117
5985,0.999791
1424,0.998572
8528,0.996557
11856,0.004206
6361,0.885318
5614,0.914701
3066,0.999707
10665,0.004519
2943,0.315739
9184,0.966781
5703,0.972578
10432,0.989366
2007,0.979421
10827,0.003457
10956,0.010581
8586,0.010050
1697,0.020484
1769,0.999662
3757,0.983379
2706,0.098296
5762,0.002315
4091,0.948142
9227,0.102513
11614,0.000336
82,0.000835
6242,0.978421
1357,0.063627
7031,0.905084
8320,0.003551
11192,0.006623
12299,0.000261
7454,0.999452
2764,0.004243
4949,0.006373
8208,0.973035
7170,0.000839
11932,0.996254
6598,0.022712
8210,0.024780
4043,0.999056
3943,0.999993
5955,0.997000
6424,0.002660
8876,0.000709
8026,0.035023
10628,0.001282
1453,0.002526
10747,0.440656
2550,0.004437
8623,0.660114
1806,0.091821
12478,0.947545
2062,0.998757
5049,0.999517
1936,0.308525
9290,0.992526
8045,0.999608
10717,0.995398
1550,0.294288
9187,0.999449
119,0.997811
5856,0.019750
5784,0.998360
3362,0.972150
9400,0.002918
7330,0.000031
3612,0.000904
3088,0.002045
9383,0.016886
6165,0.020184
948,0.002055
11475,0.008469
920,0.002774
2704,0.999436
356,0.827706
10955,0.005792
12116,0.113235
7374,0.999186
5052,0.652391
848,0.999073
9002,0.006711
3636,0.000660
4295,0.999697
11045,0.248624
8364,0.973336
3769,0.013917
3349,0.000490
6393,0.996817
7213,0.996672
6583,0.978403
5062,0.998419
11690,0.999518
5482,0.003620
4218,0.999699
3565,0.000896
4578,0.966541
117,0.027855
4871,0.999381
1600,0.967634
6441,0.002530
9134,0.991801
4171,0.999992
5130,0.997655
11374,0.002444
9567,0.999992
1495,0.927264
1252,0.000164
8258,0.786837
8947,0.999850
11622,0.000020
1259,0.000603
2212,0.964161
2167,0.000063
709,0.994113
2872,0.022935
6748,0.024430
8558,0.009637
5774,0.030999
3164,0.008568
430,0.999838
4679,0.985062
12138,0.003663
5255,0.000577
2304,0.994790
9738,0.987656
10515,0.007713
4262,0.483568
1752,0.002413
826,0.999665
3099,0.935135
11150,0.008045
10811,0.997266
326,0.846510
11076,0.019329
4471,0.469680
11359,0.000460
9560,0.986827
4389,0.057796
6388,0.689403
2270,0.039919
1940,0.964737
3161,0.001573
10211,0.005829
1478,0.000898
9729,0.014012
6958,0.982465
6171,0.002645
4174,0.927819
10149,0.001049
8787,0.002562
1812,0.162998
10154,0.023625
6355,0.922933
7903,0.993491
1170,0.906062
1448,0.569508
5528,0.979003
2283,0.079642
8050,0.733611
2027,0.011335
3583,0.000774
6950,0.516473
12156,0.995248
2771,0.999681
10044,0.000281
8716,0.149821
5419,0.748257
10308,0.009597
969,0.994330
11151,0.999882
7707,0.780256
2445,0.921812
6254,0.991482
9113,0.000093
3461,0.002269
5549,0.000466
11397,0.004796
3718,0.979243
7292,0.012595
4857,0.961504
1730,0.996580
7416,0.222973
10229,0.019414
7614,0.040204
7702,0.001282
12200,0.998722
1822,0.003272
5415,0.015616
12024,0.999861
9953,0.024177
4733,0.831782
8195,0.263804
12225,0.543449
6119,0.003131
10733,0.501499
8211,0.126511
5198,0.935880
11544,0.000212
8527,0.953911
2813,0.802444
786,0.998749
5172,0.999248
11011,0.637040
5627,0.008974
4402,0.030187
8180,0.999876
4967,0.000378
3048,0.000374
6714,0.056095
9277,0.999916
6425,0.033425
6177,1.000000
10008,0.000235
4059,0.025232
3535,0.999489
9173,0.469277
7269,0.013021
10194,0.001325
1666,0.000984
3256,0.026484
8163,0.003941
5401,0.000824
8940,0.855882
2894,0.936266
12021,0.999666
9531,0.997953
4664,0.999679
4690,0.001089
8121,0.996774
3984,0.962638
8815,0.931772
8061,0.979279
11869,0.981935
12234,0.837590
10672,0.016987
10047,0.994852
5780,0.908533
12426,0.093051
5146,0.996657
9706,0.861477
10022,0.979813
8536,0.007903
6957,0.031461
3600,0.998336
9741,0.002768
1272,0.996073
11612,0.005681
